,village_name,school,hospital,park,retail
610,新新村委会,10,2,0,13
611,干家路村委会,67,28,2,130
612,西墟村委会,65,21,4,70
613,湖堤村委会,102,26,6,119
614,朗海村委会,22,14,3,53
615,小路下村委会,42,19,3,81
616,谢家路村委会,49,17,4,79
617,夹塘村委会,52,22,4,90
618,万圣村委会,9,5,0,2
619,镇南村委会,9,5,0,2
620,斗门村委会,135,24,8,123
621,长泠江村委会,38,18,0,66
622,魏家村委会,33,15,5,45
623,新东吴村委会,34,16,4,48
624,渔溪村委会,44,17,1,63
625,寺前王村委会,33,14,0,63
626,罗江村委会,17,10,0,29
627,五马村委会,69,25,5,83
628,江南村委会,54,21,17,53
629,方桥村委会,263,31,23,412
630,永西村委会,291,36,16,421
631,三角村委会,153,30,8,124
632,永和村委会,210,28,13,432
633,朝阳村委会,368,55,22,520
634,五星村委会,566,39,16,302
635,和睦桥村委会,317,33,25,433
636,良熟村委会,337,33,27,321
637,葛家车村委会,295,39,18,480
638,费庄村委会,72,33,6,149
639,戚家桥村委会,74,33,6,141
640,螺蛳桥村委会,45,27,6,105
641,兴旺村委会,47,28,6,106
642,博陆村委会,36,24,7,62
643,东新村委会,38,24,7,64
644,向阳村委会,40,24,7,64
645,大安村委会,39,24,7,60
646,鸭兰村委会,37,24,7,64
647,北庄村委会,37,24,7,59
648,陆家桥村委会,37,24,7,62
649,三家村委会,40,24,7,63
650,沿山村委会,39,24,7,68
651,四维村委会,38,24,7,63
652,龙旋村委会,37,24,7,66
653,九龙村委会,40,24,7,66
654,栅庄桥村委会,38,24,7,62
655,云会村委会,38,24,7,63
656,双陈村委会,40,24,7,69
657,良渚村委会,37,24,7,65
658,荀山村委会,37,24,7,65
659,石桥村委会,38,24,7,64
660,七贤桥村委会,41,24,7,62
661,安溪村委会,40,24,7,62
662,运河村委会,38,24,7,65
663,小洋坝村委会,38,24,7,67
664,行宫塘村委会,38,24,7,64
665,勾庄村委会,38,24,7,64
666,西塘河村委会,38,24,7,63
667,南庄兜村委会,39,24,7,62
668,大陆村委会,37,24,7,63
669,港南村委会,38,24,7,67
670,万景村委会,37,24,7,65
671,高桥村委会,228,18,3,138
672,高桥村委会,222,18,3,138
673,连具塘村委会,38,12,2,35
674,吴山前村委会,42,13,0,40
675,永乐村委会,22,20,4,39
676,义桥村委会,68,14,4,59
677,仙宅村委会,68,14,4,58
678,金星村委会,68,14,4,59
679,南湖村委会,67,14,4,59
680,紫荆村委会,19,6,2,14
681,新泰村委会,57,14,2,72
682,朱家角社区,58,14,2,74
683,莫家桥村委会,8,7,0,2
684,李家桥村委会,8,7,0,2
685,柴家坞村委会,52,13,2,47
686,超山村委会,91,22,7,83
687,泰山村委会,52,17,6,143
688,超丁村委会,85,19,6,107
689,三星村委会,88,19,6,112
690,长乐村委会,44,16,8,121
691,长命村委会,72,21,5,91
692,凤都村委会,10,4,1,9
693,彭公村委会,10,4,1,9
694,花园村委会,133,24,69,134
695,良塘村委会,141,23,74,133
696,马屯村村民委员会,150,23,74,135
697,东正村委会,7,0,2,7
698,花园村委会,7,0,2,7
699,八里屯村委会,0,1,0,0
700,庙上村委会,20,3,0,14
701,城后村委会,8,5,0,55
702,马埠岭村委会,116,18,1,222
703,前洞门村委会,401,54,9,215
704,后洞门河东村委会,510,71,3,557
705,响河屯村委会,502,71,3,557
706,南沙埠庄村委会,503,71,3,556
707,颜家红埠寺村委会,169,24,1,269
708,福源社区村民委员会,495,70,4,567
709,白沙埠社区村民委员会,804,112,4,796
710,大姜庄村委会,29,5,1,48
711,花园社区村民委员会,116,16,3,83
712,堰东村委会,19,4,2,10
713,南孙庄村委会,25,9,2,25
714,刘埠口村委会,24,9,2,24
715,孙营西村委会,25,9,2,24
716,大力集村委会,14,4,0,16
717,杨桥村委会,3,0,0,1
718,黎村村委会,3,0,0,1
719,戴家村委会,57,14,3,73
720,中迎村委会,57,14,3,71
721,南朱村委会,56,14,3,72
722,东陈村委会,55,18,3,70
723,双沐村委会,67,12,2,103
724,史堡村委会,52,9,0,75
725,雁伦村委会,56,14,3,72
726,北姜村委会,58,9,2,73
727,陈祁村委会,76,13,3,104
728,顾庄村委会,31,7,1,38
729,帅垛村委会,57,10,0,83
730,张万村委会,63,11,0,100
731,赵家村委会,29,22,0,54
732,董北村委会,70,12,2,99
733,蒋庄村委会,12,8,0,26
734,欧家村委会,15,3,2,26
735,刘纪村委会,8,6,0,28
736,五星村委会,16,8,0,41
737,唐刘村委会,7,1,0,9
738,姚富村委会,334,58,17,192
739,钓鱼台村民委员会,214,32,9,155
740,西关村民委员会,195,36,3,246
741,杨孔五村委会,135,34,6,127
742,殷庄村委会,59,8,0,28
743,西沙村村委会,52,15,2,58
744,岳良村村委会,135,34,10,128
745,前店杨村村委会,143,34,11,141
746,块村营村委会,19,6,12,63
747,曼贺村民委员会,19,6,12,60
748,曼尾村民委员会,73,16,5,151
749,算山村委会,78,16,5,151
750,红联村委会,250,69,25,197
751,湖塘村委会,135,32,9,164
752,山前村委会,332,42,22,199
753,新城村委会,36,0,2,18
754,南仓村委会,34,0,2,17
755,柴楼村委会,35,0,2,18
756,岔房子村委会,36,0,2,18
757,韩家墅村委会,30,11,4,86
758,刘安庄村委会,176,45,12,202
759,东关社区居民委员会,173,45,12,200
760,单六社区居民委员会,170,45,12,207
761,四里埠社区居民委员会,172,45,12,200
762,北关村民委员会,173,45,12,203
763,刘海社区居民委员会,142,44,5,168
764,郭黄庄村民委员会,243,43,8,132
765,权楼村民委员会,6,5,0,7
766,西郊村民委员会,329,79,15,302
767,张知楼社区居民委员会,299,72,15,245
768,单庄村民委员会,341,86,16,294
769,南王庄村民委员会,178,58,14,200
770,五里井村民委员会,158,40,12,124
771,孙溜社区居民委会,341,84,17,314
772,段楼村民委员会,26,6,0,25
773,单集村民委员会,342,86,16,301
774,代庙村民委员会,34,18,1,32
775,贺庄村民委员会,71,10,0,97
776,三街村民委员会,355,63,3,227
777,大赵庄村民委员会,17,6,0,14
778,前花园村民委员会,8,1,0,5
779,董庄村民委员会,302,80,12,298
780,高韦庄村民委员会,18,8,0,11
781,徐寨村民委员会,7,5,0,13
782,坝头寺村民委员会,8,5,0,6
783,孟店村民委员会,30,7,0,41
784,孟楼村民委员会,16,6,0,28
785,李楼村民委员会,170,44,1,131
786,三里庄村民委员会,22,6,0,24
787,田庙村民委员会,10,4,0,4
788,南王楼村民委员会,16,5,0,31
789,北关村委会,147,36,9,86
790,田庄村委会,32,1,0,14
791,东贾郭村委会,68,6,1,48
792,骆坪村委会,6,0,0,6
793,秋水园村委会,96,19,6,86
794,脊江村委会,6,0,0,6
795,镇山村委会,79,24,1,134
796,莲塘村委会,343,41,15,421
797,露江村委会,224,46,20,185
798,梅亭社区居委会,267,55,23,261
799,松岭村委会,181,36,14,355
800,玉叶村委会,104,25,15,142
801,省身村委会,33,5,1,49
802,新厅村委会,52,19,1,58
803,南金村委会,31,3,1,36
804,园内村委会,50,6,2,72
805,檀林村委会,655,105,31,836
806,仑苍村委会,72,16,0,115
807,园美村委会,70,16,1,117
808,霞溪村委会,46,6,0,62
809,新峰村委会,468,71,21,543
810,炉山村委会,52,13,6,71
811,炉中村委会,18,4,1,9
812,罗溪村委会,25,8,1,16
813,霞山村委会,39,7,1,41
814,鼎诚村委会,118,17,2,105
815,丰溪村委会,85,13,2,88
816,竞丰村委会,87,13,2,91
817,西林村委会,85,16,2,88
818,谯琉村委会,93,20,1,77
819,扬美村委会,213,53,23,240
820,厝斗村委会,99,18,3,89
821,福林村委会,114,39,21,209
822,都心村委会,52,13,6,75
823,跃进村委会,303,76,23,527
824,康美村委会,223,53,23,243
825,青山村委会,43,6,1,54
826,梅元村委会,148,18,13,150
827,福铁村委会,78,34,7,175
828,园内村委会,49,6,2,75
829,赤岭村委会,50,20,1,50
830,兰田村委会,18,1,4,8
831,丰州村委会,231,47,19,346
832,桃源村委会,166,35,13,279
833,后田村委会,79,13,2,84
834,素雅村委会,40,8,1,50
835,溪丰村委会,86,13,2,92
836,玉湖村委会,57,2,0,51
837,霞美村委会,75,11,1,58
838,温山村委会,18,6,2,9
839,四黄村委会,190,46,7,342
840,邱钟村委会,181,36,14,367
841,埔当村委会,67,15,5,61
842,长福村委会,177,38,6,242
843,杏埔村委会,109,36,9,149
844,仙河村委会,81,15,2,96
845,下房村委会,135,22,2,227
846,菊江村委会,35,6,3,43
847,垂杨村委会,16,0,0,1
848,宋都水村委会,34,3,0,18
849,田家集村委会,33,2,0,11
850,郝尚营村委会,32,2,0,11
851,赵家营村委会,30,2,0,12
852,路家庄村委会,2,0,0,2
853,后索泸村委会,19,1,0,2
854,前索泸村委会,20,1,0,2
855,南慈达村委会,37,2,0,13
856,南王庄村委会,17,12,0,15
857,巩家洼村委会,25,1,0,14
858,崔村村委会,19,2,0,10
859,营里村委会,24,2,0,20
860,范家寨村委会,33,2,0,14
861,尧村村委会,16,0,0,3
862,段一村委会,31,2,0,8
863,段二村委会,30,2,0,8
864,段三村委会,24,2,0,21
865,段四村委会,31,2,0,9
866,西康庄村委会,246,58,6,135
867,鲁义寨村委会,33,2,0,10
868,南张庄村委会,23,1,0,1
869,王家庄村委会,15,1,0,8
870,和生店村委会,34,2,0,9
871,后和生村委会,34,2,0,8
872,李和生村委会,30,2,0,9
873,徐马寨村委会,21,0,0,4
874,青杨寨村委会,37,2,0,8
875,马河涯村委会,13,0,0,4
876,陶家屯村委会,23,0,0,8
877,董家庙村委会,15,1,0,3
878,西王排村委会,19,3,3,17
879,万户庄村委会,29,5,3,26
880,董家村村委会,35,5,0,32
881,东紫冢村委会,24,2,0,10
882,后高庄村委会,27,2,0,11
883,北七里口村委会,24,2,0,22
884,南六方村委会,24,2,0,22
885,王义寨村委会,12,0,0,7
886,西底阁村委会,24,2,0,8
887,贾家屯村委会,27,2,0,8
888,南七里口村委会,26,2,0,11
889,赵都水村村委会,26,2,0,11
890,西王门庄村委会,24,2,0,8
891,东王门庄村委会,24,2,0,8
892,杨家头村委会,34,2,0,15
893,红庙狼冢村委会,36,2,0,15
894,茶园村村民委员会,3,1,0,2
895,叶坑村委会,342,50,10,230
896,坪塘村委会,106,22,0,155
897,文峰村委会,1,0,0,0
898,坨圳村委会,431,60,12,302
899,大岭村委会,18,5,1,17
900,龙岭村委会,116,21,1,112
901,秀峰村委会,145,25,5,162
902,向阳村委会,3,0,0,1
903,连城村委会,51,12,0,71
904,瑶湖村委会,94,10,18,89
905,东湾村民委员会,247,10,19,225
906,万洲村民委员会,64,7,13,80
907,细沥村民委员会,60,6,11,81
908,小乌村民委员会,67,9,8,73
909,大简村民委员会,87,14,10,112
910,大同村民委员会,44,2,0,86
911,人民村民委员会,67,12,6,58
912,东迁村委会,113,30,12,176
913,江蒋漾村委会,122,32,13,170
914,丁家港村委会,115,31,7,189
915,南林村委会,134,34,14,172
916,三长村委会,26,18,4,35
917,潘家庄村委会,81,14,6,137
918,新兴港村委会,35,12,2,84
919,重兆社区居委会,13,11,1,38
920,李市村委会,14,14,2,35
921,长超村委会,13,15,2,29
922,重兆村委会,16,12,1,37
923,石江社区居委会,76,13,15,188
924,北村社区居委会,107,15,25,307
925,烟南村委会,36,9,3,122
926,镇南村委会,117,14,10,200
927,南金村委会,188,14,17,369
928,上金瓯社区居委会,43,13,0,85
929,大同社区居委会,56,10,12,185
930,儒溪村委会,35,6,13,88
931,百东村委会,111,14,8,175
932,新田村委会,174,24,17,245
933,罗行社区居委会,63,8,11,155
934,东联社区居委会,104,10,14,269
935,西联社区居委会,102,9,13,259
936,下滘村委会,38,6,10,139
937,华涌社区居委会,108,11,8,143
938,罗村社区居委会,311,31,30,578
939,狮北村委会,30,5,8,125
940,新境村委会,108,10,18,257
941,显子岗村委会,53,8,13,285
942,龙头村委会,137,15,19,437
943,沙水村委会,104,10,22,408
944,石泉村委会,117,15,26,390
945,黄岐社区居委会,917,92,84,1419
946,草场社区居委会,366,46,44,867
947,河村社区居委会,249,20,36,553
948,洲村社区居委会,468,47,54,1050
949,流潮社区居委会,258,25,38,641
950,白岗社区居委会,59,7,21,260
951,得胜村委会,89,9,32,385
952,宏岗村委会,50,9,22,264
953,麻奢村委会,125,17,37,360
954,布新村委会,78,12,27,330
955,岗联村委会,90,9,19,321
956,北沙村委会,124,17,29,402
957,鹤峰村委会,104,15,28,291
958,建星村委会,33,4,11,88
959,金星村村委会,206,38,11,156
960,民丰村委会,29,11,4,90
961,建国村委会,35,11,6,63
962,花园村委会,91,20,6,224
963,魏营村民委员会,7,2,0,2
964,溪边村委会,118,11,8,150
965,岩前村委会,128,25,6,91
966,鸿坪村委会,132,25,6,102
967,安后村委会,127,25,6,97
968,顾家村委会,82,29,4,59
969,王圈村委会,27,11,12,20
970,傅桥村委会,28,11,12,20
971,孟桥村委会,19,6,2,22
972,南陈家村委会,7,4,0,4
973,湾头村委会,30,16,6,22
974,东风村委会,20,6,2,23
975,院庄村委会,19,6,2,23
976,安柴村委会,36,23,0,48
977,东鲁村委会,32,11,0,46
978,杭屯村委会,29,11,0,23
979,张家村委会,5,2,0,3
980,东赵冯村委会,25,11,0,29
981,西赵冯村委会,25,11,0,27
982,老官村委会,44,14,0,52
983,大程村委会,17,9,0,23
984,王海一村村委会,17,9,0,23
985,王海二村村委会,12,9,0,24
986,王海三村村委会,11,9,0,23
987,王桥村委会,19,8,0,18
988,初桥村委会,36,14,0,62
989,义和村委会,31,13,0,65
990,城外李村委会,32,13,0,67
991,李韩村委会,31,14,0,71
992,付元村委会,19,6,2,22
993,南吴村委会,8,0,0,11
994,赵马村委会,16,11,0,25
995,赵赵村委会,11,2,1,19
996,官厂村委会,15,9,0,30
997,柳白村委会,20,6,2,22
998,柳舒村委会,37,23,0,41
999,姜韩村委会,20,6,2,23
1000,寨郝村委会,30,13,0,30
1001,伊家楼村委会,324,66,25,245
1002,东域城村委会,256,58,9,222
1003,西域城村委会,303,65,11,234
1004,三杨村委会,22,7,0,33
1005,东城村委会,53,10,2,46
1006,深沥村民委员会,131,8,3,301
1007,阵村村民委员会,155,10,4,357
1008,上南村民委员会,149,12,3,421
1009,刘屋村民委员会,146,12,6,437
1010,高头村民委员会,159,14,5,394
1011,李屋村民委员会,172,15,5,421
1012,寮仔村民委员会,45,2,2,99
1013,湖山村民委员会,318,25,15,694
1014,中岗村民委员会,146,9,11,390
1015,鸾岗村民委员会,95,2,5,219
1016,铁场村民委员会,68,2,3,184
1017,达士营村民委员会,78,14,5,43
1018,白塔村民委员会,158,30,8,84
1019,八里营村民委员会,740,110,14,340
1020,李村村民委员会,260,32,9,154
1021,段先屯村民委员会,63,14,0,60
1022,张武店村民委员会,42,7,5,31
1023,堡上村民委员会,29,2,2,15
1024,北龙湾村委会,655,113,13,366
1025,小李村村委会,455,87,6,339
1026,八里一村委会,820,126,17,403
1027,魏家村村委会,41,4,1,42
1028,陈家河村委会,495,80,15,292
1029,营东村委会,235,43,2,223
1030,营西村委会,224,34,1,176
1031,下疃村委会,40,8,1,74
1032,女儿村村委会,21,4,1,33
1033,七级东南村委会,18,6,0,45
1034,大欧戈庄村民委员会,30,5,3,53
1035,二里村村委会,781,120,17,409
1036,古城村村委会,12,2,1,24
1037,田庄村民委员会,16,10,0,13
1038,西寨村村民委员会,13,1,0,6
1039,东寨村村民委员会,359,45,10,156
1040,后堤村村民委员会,22,3,0,14
1041,东庄村村民委员会,9,8,0,13
1042,桑寨村村民委员会,17,7,0,5
1043,新建村村民委员会,194,31,6,101
1044,西山村委会,183,31,6,108
1045,前山村委会,134,15,10,69
1046,莲桥村委会,124,15,10,70
1047,后洪庙村委会,8,1,0,5
1048,红土坎村委会,73,6,7,128
1049,瑶头村委会,333,31,14,635
1050,西浦村委会,304,24,12,565
1051,美星村委会,197,8,6,272
1052,布塘村委会,203,14,17,111
1053,东郊村委会,221,56,21,131
1054,吕北村委会,26,13,1,27
1055,秦潭村委会,14,5,2,27
1056,西宁村委会,28,11,0,43
1057,天汾镇村委会,31,19,2,54
1058,澄湖村委会,76,14,6,97
1059,天平村委会,523,39,20,443
1060,马舍村委会,56,12,5,105
1061,莫厘村委会,27,5,4,29
1062,渡口村委会,30,6,4,33
1063,湖桥村委会,58,17,5,110
1064,浦庄村委会,55,14,2,115
1065,太湖居委会,9,7,0,9
1066,大港村委会,56,12,3,130
1067,凌家汇村委会,62,15,2,134
1068,河西村委会,122,14,6,213
1069,秦家港村委会,151,13,7,247
1070,大河村委会,4,5,3,10
1071,西山村委会,83,15,6,102
1072,前村村委会,30,11,0,54
1073,移沿山村委会,69,11,6,105
1074,上强村委会,12,7,1,27
1075,青山村委会,9,4,0,16
1076,四都村委会,21,10,2,43
1077,叶家港村委会,35,11,1,88
1078,沧州村委会,30,11,2,66
1079,圣牛村委会,32,11,1,80
1080,双湾村委会,36,13,2,94
1081,大家港村委会,36,13,2,94
1082,厍港村委会,42,16,1,82
1083,中鲈村委会,49,14,8,52
1084,荷花村委会,192,27,15,179
1085,坛丘村委会,205,27,13,201
1086,双熟村委会,132,25,11,173
1087,兴华村委会,102,23,12,121
1088,大船港村委会,91,24,6,114
1089,龙降桥村委会,39,20,4,73
1090,高新村委会,89,18,10,90
1091,华莺村委会,25,13,3,62
1092,渭泉村委会,25,4,1,10
1093,柏墩村委会,7,5,1,8
1094,袁窦村委会,54,11,0,41
1095,国庆村委会,270,43,20,383
1096,虹桥村委会,22,17,8,105
1097,大舜村委会,22,10,1,53
1098,丁栅社区,14,10,1,46
1099,杨庙社区,10,6,2,54
1100,塔桥村村委会,31,15,7,103
1101,金庄村委会,205,28,5,151
1102,东街村村委会,395,32,5,162
1103,张家场村委会,355,30,5,160
1104,康家务村委会,17,7,0,19
1105,大石村村民委员会,1202,136,26,670
1106,品清村委会,219,19,10,235
1107,木兰村委会,390,36,10,660
1108,霞皋村委会,144,6,6,215
1109,埔柳村委会,46,2,4,21
1110,西沙村委会,57,5,4,115
1111,濑溪村委会,60,3,2,98
1112,兴沙村委会,53,3,0,90
1113,西许村委会,50,3,1,44
1114,云峰村委会,52,4,2,93
1115,后塘村委会,53,3,4,53
1116,湖头村委会,49,6,1,62
1117,张边村委会,45,11,1,75
1118,太湖村委会,41,3,0,41
1119,东沙村委会,124,22,6,145
1120,大埔村委会,69,5,3,106
1121,利角村委会,17,1,0,8
1122,东朱村委会,46,11,1,77
1123,庆丰村委会,392,31,26,294
1124,长岗村委会,114,5,5,324
1125,岗丰村委会,191,5,15,227
1126,翟洞村委会,112,12,3,220
1127,简村村委会,142,9,12,241
1128,三联村委会,359,28,25,243
1129,郭村村委会,16,3,5,34
1130,久裕村委会,305,18,10,771
1131,东洲村委会,300,22,17,736
1132,白江村委会,42,2,4,76
1133,坭紫村委会,345,18,15,829
1134,白石村委会,18,2,2,45
1135,上邵村委会,156,9,16,283
1136,瑶田村委会,387,14,19,689
1137,新何村委会,408,18,21,951
1138,甘涌村委会,417,20,15,931
1139,麻车村委会,49,2,3,62
1140,沙头村委会,73,4,8,122
1141,郭庄村委会,209,30,6,168
1142,牛集村委会,13,2,0,21
1143,何营村委会,168,42,0,184
1144,王营村委会,9,3,0,13
1145,新华村民委员会,3,1,0,0
1146,枣林村村委会,83,7,6,87
1147,新立村村委会,147,15,12,99
1148,桑马房村村委会,36,8,6,61
1149,北臧村村委会,59,9,3,86
1150,西大营村村委会,23,7,5,57
1151,前苑上村村委会,22,8,9,50
1152,留民营村村委会,29,12,7,56
1153,董家务村委会,18,4,0,23
1154,大广安村委会,19,2,0,8
1155,李庄子村委会,9,8,1,31
1156,郭王只堡村委会,18,3,0,9
1157,北魏村委会,12,4,0,7
1158,牛庄村委会,11,3,0,5
1159,南门村委会,46,7,16,69
1160,福塘村委会,113,32,5,51
1161,横潭坎村委会,223,23,15,139
1162,坑边村委会,232,26,15,132
1163,八都村委会,226,26,16,129
1164,西演茅村委会,270,25,19,161
1165,莪园村委会,241,23,17,142
1166,石板路村委会,188,43,10,145
1167,澄村委会,13,2,0,17
1168,溪东村委会,9,2,0,3
1169,上宅村委会,29,12,0,16
1170,左溪村委会,8,0,0,7
1171,小溪坑村委会,2,1,0,0
1172,下秧田村委会,60,12,2,29
1173,上庞村委会,65,10,2,31
1174,下王村委会,63,6,5,45
1175,后村村委会,24,8,0,19
1176,坦头村委会,6,2,0,1
1177,黄务洋村委会,24,4,0,9
1178,鱼山村委会,30,6,0,18
1179,湖岸村委会,142,23,3,114
1180,溪南村委会,235,49,12,163
1181,五百村委会,36,8,0,22
1182,大余村委会,5,3,0,1
1183,东陈村委会,407,87,26,434
1184,西陈村委会,0,0,0,0
1185,岸塘村委会,237,44,61,224
1186,前洋奚村委会,172,57,57,322
1187,六另村委会,143,23,3,113
1188,榧树村委会,139,23,3,114
1189,下陈岙村委会,23,6,0,7
1190,严畈村委会,37,8,0,21
1191,瓶窑村委会,47,5,2,24
1192,下李村委会,62,24,2,45
1193,市山村委会,57,9,3,83
1194,西山村委会,5,1,3,0
1195,岩下桥村委会,37,8,0,21
1196,八一村委会,36,7,0,23
1197,牌门陈村委会,26,4,0,14
1198,长崔村委会,144,23,3,116
1199,东横上宅村委会,29,12,0,16
1200,东横下宅村委会,87,7,5,45
1201,大黄徐村委会,37,6,0,20
1202,黄务村委会,32,5,0,22
1203,洋头村委会,183,27,11,147
1204,下坊村委会,144,23,3,115
1205,下宅张村委会,22,5,0,6
1206,亭头村委会,23,5,0,7
1207,朗树前村委会,25,6,0,16
1208,灵一村委会,18,4,0,19
1209,联合村委会,18,4,0,20
1210,山头洋村委会,40,8,0,26
1211,岩店村委会,16,3,0,14
1212,大横金村委会,36,5,0,21
1213,大横村委会,24,5,0,22
1214,塘上村委会,17,4,1,25
1215,上山村委会,107,55,12,275
1216,大一村委会,71,26,4,79
1217,大二村委会,163,58,60,307
1218,大三村委会,35,7,0,34
1219,市集村委会,30,6,0,27
1220,项家村委会,33,6,0,27
1221,湖塘村委会,33,9,0,13
1222,希董村委会,139,23,3,114
1223,董墅村村委会,58,13,11,108
1224,三皇庙村村委会,58,16,10,118
1225,大吴村委会,36,10,0,31
1226,大庄村委会,12,4,1,10
1227,新民村委会,9,5,0,51
1228,联盟村委会,1,0,1,0
1229,庆祝村委会,8,6,0,51
1230,白马村委会,17,7,0,71
1231,利泰社区居委会,46,14,3,83
1232,直塘社区居委会,36,15,1,66
1233,岳王社区居委会,15,10,7,41
1234,洪泾村委会,44,14,3,85
1235,半泾村委会,43,13,3,82
1236,胜利村委会,39,11,3,76
1237,新塘村委会,106,13,20,169
1238,牌楼社区居委会,12,7,7,42
1239,和平花园社区居委会,22,6,13,33
1240,雅鹿村委会,10,13,1,31
1241,新湖村委会,52,14,6,87
1242,新卫村委会,216,35,10,186
1243,陆渡村委会,73,22,4,116
1244,大张村委会,7,2,0,10
1245,陈桥村村委会,296,39,25,231
1246,路口村村委会,50,23,6,105
1247,北门村村委会,279,39,25,224
1248,塘外村村委会,59,25,6,98
1249,洪庙村村委会,74,25,4,108
1250,红旗村村委会,137,20,12,184
1251,冯家村村委会,16,16,2,45
1252,戴家村村委会,37,19,3,61
1253,二桥村村委会,9,13,3,40
1254,蔡家桥村村委会,9,11,3,37
1255,东新市村村委会,10,8,2,36
1256,北宋村村委会,198,33,8,260
1257,姚家村村委会,22,22,7,83
1258,岳和村村委会,30,19,7,83
1259,北唐村村委会,23,17,7,83
1260,工农村村委会,205,26,15,220
1261,解放村村委会,28,17,6,109
1262,银河村委会,16,8,1,34
1263,双虹桥村委会,15,6,0,24
1264,中天村委会,74,6,2,159
1265,赵牛村村委会,13,2,0,10
1266,沙溪村委会,3,4,0,0
1267,高村村委会,44,23,3,86
1268,虹路村委会,29,16,3,81
1269,苏孟村委会,9,8,0,9
1270,江家村委会,0,0,1,0
1271,上作村村民委员会,252,38,6,115
1272,四联村村民委员会,30,9,0,25
1273,长店村村民委员会,32,9,0,27
1274,桑坡村村民委员会,45,5,0,29
1275,平乐社区居民委员会,38,5,1,26
1276,东山头村村民委员会,56,8,1,52
1277,南石山村村民委员会,24,2,2,14
1278,石门村村民委员会,7,2,0,2
1279,东地村村民委员会,17,1,0,5
1280,二道河村委会,14,6,0,10
1281,杨家庄村委会,202,51,6,126
1282,王家场村委会,148,37,1,111
1283,东南汪村委会,211,50,3,171
1284,河渠村委会,19,1,0,7
1285,油房村委会,20,6,0,8
1286,前浊南村委会,41,2,0,21
1287,后浊南村委会,41,2,0,25
1288,大召村委会,99,17,2,51
1289,北陈村委会,29,2,0,10
1290,李家营村委会,31,1,0,14
1291,大祁村委会,287,40,4,141
1292,田庄村委会,9,5,1,5
1293,清明寺村委会,5,2,0,15
1294,双碓村委会,13,6,1,17
1295,小房村委会,67,17,2,39
1296,石家岙村委会,87,38,2,130
1297,集义村委会,14,7,1,30
1298,樟树村委会,161,56,8,192
1299,滨海村委会,11,6,0,18
1300,望海村委会,41,20,3,85
1301,吉庆桥村委会,219,27,8,251
1302,南北庄村委会,7,3,1,16
1303,义士塔村委会,91,14,8,95
1304,荷花塘村委会,66,9,5,107
1305,银湾村委会,21,8,4,77
1306,赵家上村委会,18,7,3,39
1307,鹤鹿溪村委会,16,9,0,61
1308,康山村委会,14,6,0,24
1309,万亩村委会,277,39,8,295
1310,双河村委会,220,28,7,267
1311,三官村委会,26,6,3,57
1312,安城村委会,13,7,3,20
1313,碧门村委会,12,3,1,22
1314,灵峰村委会,114,21,3,139
1315,孝源村委会,20,5,0,30
1316,松坑村委会,8,3,0,13
1317,吴村村委会,3,2,0,10
1318,姚村村委会,3,2,0,3
1319,杭垓村委会,8,4,0,13
1320,新上塘村委会,8,5,0,11
1321,潴口溪村委会,30,9,5,52
1322,狮古桥村委会,33,12,4,54
1323,新村村委会,7,0,0,6
1324,下汤村委会,5,6,3,18
1325,统里村委会,4,7,0,14
1326,白水湾村委会,7,4,1,20
1327,晓墅社区居委会,25,16,2,29
1328,刘家塘村委会,31,12,3,55
1329,北大街村村委会,223,51,6,145
1330,南大街村村委会,11,1,0,11
1331,路景村村委会,16,0,0,11
1332,南阳村村委会,14,2,0,23
1333,长白村委会,0,0,0,2
1334,南关村委会,251,46,9,172
1335,西王庄村委会,240,48,8,163
1336,新政村委会,219,43,5,132
1337,南大良村委会,231,47,7,159
1338,北张沃村委会,254,47,8,178
1339,李各庄村委会,81,15,5,69
1340,王各庄村委会,240,46,6,159
1341,南苏村委会,21,4,0,22
1342,台城村委会,72,15,4,70
1343,大张庄村委会,109,19,4,107
1344,北六村委会,13,1,3,22
1345,北龙化村委会,16,1,0,10
1346,南龙化村委会,15,1,0,10
1347,西龙化村委会,16,1,0,10
1348,孟仲峰村委会,16,2,0,12
1349,北响口村委会,10,6,0,11
1350,美法村委会,364,86,23,327
1351,吾都村委会,312,75,22,285
1352,上山村委会,350,83,25,318
1353,鹤厅村委会,18,1,1,9
1354,温泉村委会,51,11,1,66
1355,鹤前村委会,111,33,6,171
1356,莲兜美村委会,42,20,2,55
1357,碧一村委会,70,17,0,88
1358,恒美村委会,37,18,1,46
1359,赤岭村委会,51,20,1,51
1360,雅兴村委会,237,62,11,214
1361,同美村委会,364,82,19,298
1362,勤内村委会,274,71,12,238
1363,光德村委会,358,82,21,305
1364,仙苑村委会,230,25,7,205
1365,中标村委会,215,49,16,191
1366,土楼村委会,363,80,22,290
1367,砖文村委会,380,86,23,340
1368,员宅村委会,119,28,8,233
1369,过溪村委会,118,28,8,238
1370,涝港村委会,104,23,6,167
1371,玉田村委会,67,16,1,114
1372,山美村委会,140,31,7,223
1373,大岭村委会,0,2,0,0
1374,西坪村委会,19,2,0,5
1375,阳星村委会,4,0,0,1
1376,尧山村委会,143,32,7,266
1377,后格村委会,118,28,8,236
1378,美塘村委会,59,18,4,67
1379,灶坑村委会,14,2,1,5
1380,灶美村委会,18,2,1,7
